Tanggal,Kurs_IDR
2025-05-22,3828.477783203125
2025-05-23,3826.175537109375
2025-05-24,3826.175537109375
2025-05-25,3826.175537109375
2025-05-26,3831.48193359375
2025-05-27,3850.0830078125
2025-05-28,3840.056640625
2025-05-29,3854.721923828125
2025-05-30,3842.688720703125
2025-05-31,3842.688720703125
2025-06-01,3842.688720703125
2025-06-02,3834.60595703125
2025-06-03,3826.85302734375
2025-06-04,3847.58544921875
2025-06-05,3836.001953125
2025-06-06,3841.37109375
2025-06-07,3841.37109375
2025-06-08,3841.37109375
2025-06-09,3857.835693359375
2025-06-10,3844.52001953125
2025-06-11,3837.89990234375
2025-06-12,3723.421875
