"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"28/07/2020","633,00","633,00","633,00","633,00","","-3,32%"
"27/07/2020","654,75","654,75","654,75","654,75","","-2,60%"
"24/07/2020","672,25","672,25","672,25","672,25","","2,13%"
"23/07/2020","658,25","658,25","658,25","658,25","","2,09%"
"22/07/2020","644,75","644,75","644,75","644,75","","-0,62%"
"21/07/2020","648,75","648,75","648,75","648,75","","0,43%"
"20/07/2020","646,00","646,00","646,00","646,00","","2,13%"
"17/07/2020","632,50","632,50","632,50","632,50","","4,37%"
"16/07/2020","606,00","606,00","606,00","606,00","","3,55%"
"15/07/2020","585,25","585,25","585,25","585,25","","-0,26%"
"14/07/2020","586,75","586,75","586,75","586,75","","0,82%"
"13/07/2020","582,00","582,00","582,00","582,00","","0,30%"
"10/07/2020","580,25","580,25","580,25","580,25","","0,26%"
"09/07/2020","578,75","578,75","578,75","578,75","","0,00%"
"08/07/2020","578,75","578,75","578,75","578,75","","2,16%"
"07/07/2020","566,50","566,50","566,50","566,50","","-0,79%"
"06/07/2020","571,00","571,00","571,00","571,00","","1,11%"
"03/07/2020","564,75","564,75","564,75","564,75","","-0,09%"
"02/07/2020","565,25","565,25","565,25","565,25","","1,16%"
"01/07/2020","558,75","558,75","558,75","558,75","","0,59%"
"30/06/2020","555,50","555,50","555,50","555,50","","-1,99%"
"29/06/2020","566,75","566,75","566,75","566,75","","-1,73%"
"26/06/2020","576,75","576,75","576,75","576,75","","-1,79%"
"25/06/2020","587,25","587,25","587,25","587,25","","-1,22%"
"24/06/2020","594,50","594,50","594,50","594,50","","0,00%"
"23/06/2020","594,50","594,50","594,50","594,50","","0,89%"
"22/06/2020","589,25","589,25","589,25","589,25","","-0,72%"
"19/06/2020","593,50","593,50","593,50","593,50","","3,40%"
"18/06/2020","574,00","574,00","574,00","574,00","","0,44%"
"17/06/2020","571,50","571,50","571,50","571,50","","-0,52%"
"16/06/2020","574,50","574,50","574,50","574,50","","1,59%"
"15/06/2020","565,50","565,50","565,50","565,50","","-0,96%"
"12/06/2020","571,00","571,00","571,00","571,00","","0,97%"
"11/06/2020","565,50","565,50","565,50","565,50","","-0,92%"
"10/06/2020","570,75","570,75","570,75","570,75","","1,06%"
"09/06/2020","564,75","564,75","564,75","564,75","","0,27%"
"05/06/2020","563,25","563,25","563,25","563,25","","0,49%"
"04/06/2020","560,50","560,50","560,50","560,50","","-3,36%"
"03/06/2020","580,00","580,00","580,00","580,00","","0,87%"
"02/06/2020","575,00","575,00","575,00","575,00","","3,84%"
"01/06/2020","553,75","553,75","553,75","553,75","","1,42%"
"29/05/2020","546,00","546,00","546,00","546,00","","1,91%"
"28/05/2020","535,75","535,75","535,75","535,75","","-0,56%"
"27/05/2020","538,75","538,75","538,75","538,75","","4,97%"
"22/05/2020","513,25","513,25","513,25","513,25","","-2,00%"
"21/05/2020","523,75","523,75","523,75","523,75","","2,85%"
"20/05/2020","509,25","509,25","509,25","509,25","","-0,73%"
"19/05/2020","513,00","513,00","513,00","513,00","","2,55%"
"18/05/2020","500,25","500,25","500,25","500,25","","4,60%"
"15/05/2020","478,25","478,25","478,25","478,25","","-0,36%"
"14/05/2020","480,00","480,00","480,00","480,00","","0,31%"
"13/05/2020","478,50","478,50","478,50","478,50","","1,86%"
"12/05/2020","469,75","469,75","469,75","469,75","","-1,52%"
"08/05/2020","477,00","477,00","477,00","477,00","","2,97%"
"06/05/2020","463,25","463,25","463,25","463,25","","-2,01%"
"05/05/2020","472,75","472,75","472,75","472,75","","0,21%"
"04/05/2020","471,75","471,75","471,75","471,75","","-3,38%"
"30/04/2020","488,25","488,25","488,25","488,25","","2,90%"
"29/04/2020","474,50","474,50","474,50","474,50","","1,01%"
"28/04/2020","469,75","469,75","469,75","469,75","","-0,16%"
"27/04/2020","470,50","470,50","470,50","470,50","","-3,19%"
"24/04/2020","486,00","486,00","486,00","486,00","","-2,11%"
"23/04/2020","496,50","496,50","496,50","496,50","","2,42%"
"22/04/2020","484,75","484,75","484,75","484,75","","0,73%"
"21/04/2020","481,25","481,25","481,25","481,25","","-8,07%"
"20/04/2020","523,50","523,50","523,50","523,50","","0,14%"
"17/04/2020","522,75","522,75","522,75","522,75","","1,60%"
"16/04/2020","514,50","514,50","514,50","514,50","","-5,73%"
"15/04/2020","545,75","545,75","545,75","545,75","","2,30%"
"14/04/2020","533,50","533,50","533,50","533,50","","0,19%"
"13/04/2020","532,50","532,50","532,50","532,50","","-3,92%"
"10/04/2020","554,25","554,25","554,25","554,25","","0,86%"
"09/04/2020","549,50","549,50","549,50","549,50","","-1,74%"
"08/04/2020","559,25","559,25","559,25","559,25","","1,54%"
"07/04/2020","550,75","550,75","550,75","550,75","","3,14%"
"06/04/2020","534,00","534,00","534,00","534,00","","0,28%"
"03/04/2020","532,50","532,50","532,50","532,50","","-3,09%"
"02/04/2020","549,50","549,50","549,50","549,50","","-4,14%"
"01/04/2020","573,25","573,25","573,25","573,25","","-3,04%"
"31/03/2020","591,25","591,25","591,25","591,25","","-1,09%"
"30/03/2020","597,75","597,75","597,75","597,75","","4,46%"
"27/03/2020","572,25","572,25","572,25","572,25","","2,32%"
"26/03/2020","559,25","559,25","559,25","559,25","","-1,06%"
"25/03/2020","565,25","565,25","565,25","565,25","","4,34%"
"24/03/2020","541,75","541,75","541,75","541,75","","2,56%"
"23/03/2020","528,25","528,25","528,25","528,25","","-1,03%"
"20/03/2020","533,75","533,75","533,75","533,75","","3,64%"
"19/03/2020","515,00","515,00","515,00","515,00","","-3,06%"
"18/03/2020","531,25","531,25","531,25","531,25","","-0,65%"
"17/03/2020","534,75","534,75","534,75","534,75","","1,18%"
"16/03/2020","528,50","528,50","528,50","528,50","","-3,69%"
"13/03/2020","548,75","548,75","548,75","548,75","","1,62%"
"12/03/2020","540,00","540,00","540,00","540,00","","-3,61%"
"11/03/2020","560,25","560,25","560,25","560,25","","1,36%"
"10/03/2020","552,75","552,75","552,75","552,75","","-0,32%"
"09/03/2020","554,50","554,50","554,50","554,50","","-5,42%"
"06/03/2020","586,25","586,25","586,25","586,25","","-3,62%"
"05/03/2020","608,25","608,25","608,25","608,25","","1,67%"
"04/03/2020","598,25","598,25","598,25","598,25","","4,54%"
"03/03/2020","572,25","572,25","572,25","572,25","","1,91%"
"02/03/2020","561,50","561,50","561,50","561,50","","0,49%"
"28/02/2020","558,75","558,75","558,75","558,75","","-5,86%"
"27/02/2020","593,50","593,50","593,50","593,50","","1,93%"
"26/02/2020","582,25","582,25","582,25","582,25","","-0,60%"
"25/02/2020","585,75","585,75","585,75","585,75","","-4,68%"
"24/02/2020","614,50","614,50","614,50","614,50","","-3,95%"
"21/02/2020","639,75","639,75","639,75","639,75","","0,24%"
"20/02/2020","638,25","638,25","638,25","638,25","","0,39%"
"19/02/2020","635,75","635,75","635,75","635,75","","-3,31%"
"18/02/2020","657,50","657,50","657,50","657,50","","0,00%"
"17/02/2020","657,50","657,50","657,50","657,50","","0,08%"
"14/02/2020","657,00","657,00","657,00","657,00","","2,10%"
"13/02/2020","643,50","643,50","643,50","643,50","","-2,65%"
"12/02/2020","661,00","661,00","661,00","661,00","","-0,23%"
"11/02/2020","662,50","662,50","662,50","662,50","","-1,85%"
"10/02/2020","675,00","675,00","675,00","675,00","","-2,77%"
"07/02/2020","694,25","694,25","694,25","694,25","","-1,24%"
"06/02/2020","703,00","703,00","703,00","703,00","","1,63%"
"05/02/2020","691,75","691,75","691,75","691,75","","4,69%"
"04/02/2020","660,75","660,75","660,75","660,75","","1,81%"
"03/02/2020","649,00","649,00","649,00","649,00","","0,62%"
"31/01/2020","645,00","645,00","645,00","645,00","","-1,71%"
"30/01/2020","656,25","656,25","656,25","656,25","","-3,67%"
"29/01/2020","681,25","681,25","681,25","681,25","","5,38%"
"28/01/2020","646,50","646,50","646,50","646,50","","-10,15%"
"24/01/2020","719,50","719,50","719,50","719,50","","-1,91%"
"23/01/2020","733,50","733,50","733,50","733,50","","-1,81%"
"22/01/2020","747,00","747,00","747,00","747,00","","2,79%"
"21/01/2020","726,75","726,75","726,75","726,75","","-0,75%"
"20/01/2020","732,25","732,25","732,25","732,25","","1,60%"
"17/01/2020","720,75","720,75","720,75","720,75","","-1,33%"
"16/01/2020","730,50","730,50","730,50","730,50","","-3,18%"
"15/01/2020","754,50","754,50","754,50","754,50","","1,45%"
"14/01/2020","743,75","743,75","743,75","743,75","","-2,27%"
"13/01/2020","761,00","761,00","761,00","761,00","","-0,85%"
"10/01/2020","767,50","767,50","767,50","767,50","","0,95%"
"09/01/2020","760,25","760,25","760,25","760,25","","2,63%"
"08/01/2020","740,75","740,75","740,75","740,75","","-0,20%"
"07/01/2020","742,25","742,25","742,25","742,25","","0,37%"
"06/01/2020","739,50","739,50","739,50","739,50","","-2,47%"
"03/01/2020","758,25","758,25","758,25","758,25","","-0,82%"
"02/01/2020","764,50","764,50","764,50","764,50","","2,89%"
"31/12/2019","743,00","743,00","743,00","743,00","","-1,39%"
"30/12/2019","753,50","753,50","753,50","753,50","","2,45%"
"27/12/2019","735,50","735,50","735,50","735,50","","2,37%"
"26/12/2019","718,50","718,50","718,50","718,50","","2,61%"
"24/12/2019","700,25","700,25","700,25","700,25","","0,00%"
"23/12/2019","700,25","700,25","700,25","700,25","","0,14%"
"20/12/2019","699,25","699,25","699,25","699,25","","1,49%"
"19/12/2019","689,00","689,00","689,00","689,00","","0,58%"
"18/12/2019","685,00","685,00","685,00","685,00","","-0,40%"
"17/12/2019","687,75","687,75","687,75","687,75","","-0,07%"
"16/12/2019","688,25","688,25","688,25","688,25","","1,77%"
"13/12/2019","676,25","676,25","676,25","676,25","","-0,15%"
"12/12/2019","677,25","677,25","677,25","677,25","","0,67%"
"11/12/2019","672,75","672,75","672,75","672,75","","-0,77%"
"10/12/2019","678,00","678,00","678,00","678,00","","0,71%"
"09/12/2019","673,25","673,25","673,25","673,25","","1,58%"
"06/12/2019","662,75","662,75","662,75","662,75","","1,80%"
"05/12/2019","651,00","651,00","651,00","651,00","","1,72%"
"04/12/2019","640,00","640,00","640,00","640,00","","0,99%"
"03/12/2019","633,75","633,75","633,75","633,75","","0,76%"
"02/12/2019","629,00","629,00","629,00","629,00","","0,24%"
"29/11/2019","627,50","627,50","627,50","627,50","","-0,67%"
"28/11/2019","631,75","631,75","631,75","631,75","","1,40%"
"27/11/2019","623,00","623,00","623,00","623,00","","1,10%"
"26/11/2019","616,25","616,25","616,25","616,25","","-2,91%"
"25/11/2019","634,75","634,75","634,75","634,75","","0,20%"
"22/11/2019","633,50","633,50","633,50","633,50","","2,67%"
"21/11/2019","617,00","617,00","617,00","617,00","","-0,72%"
"20/11/2019","621,50","621,50","621,50","621,50","","2,60%"
"19/11/2019","605,75","605,75","605,75","605,75","","0,87%"
"18/11/2019","600,50","600,50","600,50","600,50","","-2,60%"
"15/11/2019","616,50","616,50","616,50","616,50","","0,08%"
"14/11/2019","616,00","616,00","616,00","616,00","","0,94%"
"13/11/2019","610,25","610,25","610,25","610,25","","-1,09%"
"12/11/2019","617,00","617,00","617,00","617,00","","-0,88%"
"11/11/2019","622,50","622,50","622,50","622,50","","1,84%"
"08/11/2019","611,25","611,25","611,25","611,25","","1,75%"
"07/11/2019","600,75","600,75","600,75","600,75","","-0,29%"
"06/11/2019","602,50","602,50","602,50","602,50","","1,47%"
"05/11/2019","593,75","593,75","593,75","593,75","","-0,17%"
"04/11/2019","594,75","594,75","594,75","594,75","","2,28%"
"01/11/2019","581,50","581,50","581,50","581,50","","-0,68%"
"31/10/2019","585,50","585,50","585,50","585,50","","1,65%"
"30/10/2019","576,00","576,00","576,00","576,00","","2,95%"
"29/10/2019","559,50","559,50","559,50","559,50","","1,45%"
"25/10/2019","551,50","551,50","551,50","551,50","","0,96%"
"24/10/2019","546,25","546,25","546,25","546,25","","2,15%"
"23/10/2019","534,75","534,75","534,75","534,75","","0,14%"
"22/10/2019","534,00","534,00","534,00","534,00","","0,80%"
"21/10/2019","529,75","529,75","529,75","529,75","","0,43%"
"18/10/2019","527,50","527,50","527,50","527,50","","0,67%"
"17/10/2019","524,00","524,00","524,00","524,00","","0,43%"
"16/10/2019","521,75","521,75","521,75","521,75","","3,42%"
"15/10/2019","504,50","504,50","504,50","504,50","","1,15%"
"14/10/2019","498,75","498,75","498,75","498,75","","-1,38%"
"11/10/2019","505,75","505,75","505,75","505,75","","-0,64%"
"10/10/2019","509,00","509,00","509,00","509,00","","-0,15%"
"09/10/2019","509,75","509,75","509,75","509,75","","0,89%"
"08/10/2019","505,25","505,25","505,25","505,25","","0,75%"
"07/10/2019","501,50","501,50","501,50","501,50","","0,10%"
"04/10/2019","501,00","501,00","501,00","501,00","","0,55%"
"03/10/2019","498,25","498,25","498,25","498,25","","0,20%"
"02/10/2019","497,25","497,25","497,25","497,25","","-1,04%"
"01/10/2019","502,50","502,50","502,50","502,50","","1,31%"
"30/09/2019","496,00","496,00","496,00","496,00","","-0,60%"
"27/09/2019","499,00","499,00","499,00","499,00","","-0,65%"
"26/09/2019","502,25","502,25","502,25","502,25","","0,95%"
"25/09/2019","497,50","497,50","497,50","497,50","","0,05%"
"24/09/2019","497,25","497,25","497,25","497,25","","-2,16%"
"23/09/2019","508,25","508,25","508,25","508,25","","-1,74%"
"20/09/2019","517,25","517,25","517,25","517,25","","-0,58%"
"19/09/2019","520,25","520,25","520,25","520,25","","-1,00%"
"18/09/2019","525,50","525,50","525,50","525,50","","-0,71%"
"17/09/2019","529,25","529,25","529,25","529,25","","4,44%"
"13/09/2019","506,75","506,75","506,75","506,75","","0,35%"
"12/09/2019","505,00","505,00","505,00","505,00","","-0,20%"
"11/09/2019","506,00","506,00","506,00","506,00","","-0,98%"
"10/09/2019","511,00","511,00","511,00","511,00","","0,94%"
"06/09/2019","506,25","506,25","506,25","506,25","","1,55%"
"05/09/2019","498,50","498,50","498,50","498,50","","-0,20%"
"04/09/2019","499,50","499,50","499,50","499,50","","0,15%"
"03/09/2019","498,75","498,75","498,75","498,75","","-3,01%"
"30/08/2019","514,25","514,25","514,25","514,25","","0,64%"
"29/08/2019","511,00","511,00","511,00","511,00","","-2,15%"
"28/08/2019","522,25","522,25","522,25","522,25","","0,58%"
"27/08/2019","519,25","519,25","519,25","519,25","","-1,38%"
"26/08/2019","526,50","526,50","526,50","526,50","","-0,19%"
"23/08/2019","527,50","527,50","527,50","527,50","","0,33%"
"22/08/2019","525,75","525,75","525,75","525,75","","1,59%"
"21/08/2019","517,50","517,50","517,50","517,50","","1,67%"
"20/08/2019","509,00","509,00","509,00","509,00","","0,99%"
"19/08/2019","504,00","504,00","504,00","504,00","","-1,66%"
"16/08/2019","512,50","512,50","512,50","512,50","","0,00%"
"15/08/2019","512,50","512,50","512,50","512,50","","-1,30%"
"14/08/2019","519,25","519,25","519,25","519,25","","0,34%"
"13/08/2019","517,50","517,50","517,50","517,50","","1,12%"
"09/08/2019","511,75","511,75","511,75","511,75","","3,23%"
"08/08/2019","495,75","495,75","495,75","495,75","","1,74%"
"07/08/2019","487,25","487,25","487,25","487,25","","0,21%"
"06/08/2019","486,25","486,25","486,25","486,25","","0,21%"
"05/08/2019","485,25","485,25","485,25","485,25","","0,21%"
"02/08/2019","484,25","484,25","484,25","484,25","","-0,41%"
"01/08/2019","486,25","486,25","486,25","486,25","","-0,51%"
"31/07/2019","488,75","488,75","488,75","488,75","","0,41%"
"29/07/2019","486,75","486,75","486,75","486,75","","0,46%"
"26/07/2019","484,50","484,50","484,50","484,50","","0,47%"
"25/07/2019","482,25","482,25","482,25","482,25","","2,01%"
"24/07/2019","472,75","472,75","472,75","472,75","","0,75%"
"23/07/2019","469,25","469,25","469,25","469,25","","0,48%"
"22/07/2019","467,00","467,00","467,00","467,00","","0,76%"
"19/07/2019","463,50","463,50","463,50","463,50","","-0,54%"
"18/07/2019","466,00","466,00","466,00","466,00","","-0,21%"
"17/07/2019","467,00","467,00","467,00","467,00","","0,05%"
"16/07/2019","466,75","466,75","466,75","466,75","","1,69%"
"15/07/2019","459,00","459,00","459,00","459,00","","-0,65%"
"12/07/2019","462,00","462,00","462,00","462,00","","0,71%"
"11/07/2019","458,75","458,75","458,75","458,75","","0,77%"
"10/07/2019","455,25","455,25","455,25","455,25","","-0,16%"
"09/07/2019","456,00","456,00","456,00","456,00","","-0,16%"
"08/07/2019","456,75","456,75","456,75","456,75","","-1,08%"
"05/07/2019","461,75","461,75","461,75","461,75","","1,04%"
"04/07/2019","457,00","457,00","457,00","457,00","","-0,16%"
"03/07/2019","457,75","457,75","457,75","457,75","","-0,54%"
"02/07/2019","460,25","460,25","460,25","460,25","","0,66%"
"01/07/2019","457,25","457,25","457,25","457,25","","1,33%"
"28/06/2019","451,25","451,25","451,25","451,25","","-0,55%"
"27/06/2019","453,75","453,75","453,75","453,75","","-1,73%"
"26/06/2019","461,75","461,75","461,75","461,75","","-1,76%"
"25/06/2019","470,00","470,00","470,00","470,00","","-1,00%"
"24/06/2019","474,75","474,75","474,75","474,75","","-1,30%"
"21/06/2019","481,00","481,00","481,00","481,00","","-0,36%"
"20/06/2019","482,75","482,75","482,75","482,75","","-0,46%"
"19/06/2019","485,00","485,00","485,00","485,00","","1,15%"
"18/06/2019","479,50","479,50","479,50","479,50","","-0,98%"
"17/06/2019","484,25","484,25","484,25","484,25","","2,54%"
"14/06/2019","472,25","472,25","472,25","472,25","","-1,15%"
"13/06/2019","477,75","477,75","477,75","477,75","","1,87%"
"12/06/2019","469,00","469,00","469,00","469,00","","-1,63%"
"11/06/2019","476,75","476,75","476,75","476,75","","0,69%"
"10/06/2019","473,50","473,50","473,50","473,50","","-1,66%"
"07/06/2019","481,50","481,50","481,50","481,50","","-0,93%"
"04/06/2019","486,00","486,00","486,00","486,00","","1,94%"
"03/06/2019","476,75","476,75","476,75","476,75","","-1,55%"
"31/05/2019","484,25","484,25","484,25","484,25","","0,62%"
"30/05/2019","481,25","481,25","481,25","481,25","","-1,18%"
"29/05/2019","487,00","487,00","487,00","487,00","","1,04%"
"28/05/2019","482,00","482,00","482,00","482,00","","1,53%"
"27/05/2019","474,75","474,75","474,75","474,75","","0,69%"
"24/05/2019","471,50","471,50","471,50","471,50","","0,16%"
"23/05/2019","470,75","470,75","470,75","470,75","","-1,88%"
"21/05/2019","479,75","479,75","479,75","479,75","","-2,24%"
"17/05/2019","490,75","490,75","490,75","490,75","","-0,81%"
"16/05/2019","494,75","494,75","494,75","494,75","","6,51%"
"15/05/2019","464,50","464,50","464,50","464,50","","-1,01%"
"14/05/2019","469,25","469,25","469,25","469,25","","1,46%"
"13/05/2019","462,50","462,50","462,50","462,50","","0,16%"
"10/05/2019","461,75","461,75","461,75","461,75","","0,38%"
"09/05/2019","460,00","460,00","460,00","460,00","","-0,76%"
"08/05/2019","463,50","463,50","463,50","463,50","","-0,43%"
"07/05/2019","465,50","465,50","465,50","465,50","","2,87%"
"06/05/2019","452,50","452,50","452,50","452,50","","-1,36%"
"03/05/2019","458,75","458,75","458,75","458,75","","-1,13%"
"02/05/2019","464,00","464,00","464,00","464,00","","-3,18%"
"30/04/2019","479,25","479,25","479,25","479,25","","-0,83%"
"29/04/2019","483,25","483,25","483,25","483,25","","-0,82%"
"26/04/2019","487,25","487,25","487,25","487,25","","-1,76%"
"25/04/2019","496,00","496,00","496,00","496,00","","-1,44%"
"24/04/2019","503,25","503,25","503,25","503,25","","-0,05%"
"23/04/2019","503,50","503,50","503,50","503,50","","-0,35%"
"22/04/2019","505,25","505,25","505,25","505,25","","-0,98%"
"19/04/2019","510,25","510,25","510,25","510,25","","0,44%"
"18/04/2019","508,00","508,00","508,00","508,00","","-1,36%"
"17/04/2019","515,00","515,00","515,00","515,00","","1,08%"
"16/04/2019","509,50","509,50","509,50","509,50","","1,09%"
"15/04/2019","504,00","504,00","504,00","504,00","","1,82%"
"12/04/2019","495,00","495,00","495,00","495,00","","-0,25%"
"11/04/2019","496,25","496,25","496,25","496,25","","-0,95%"
"10/04/2019","501,00","501,00","501,00","501,00","","-3,24%"
"09/04/2019","517,75","517,75","517,75","517,75","","0,58%"
"08/04/2019","514,75","514,75","514,75","514,75","","-1,15%"
"05/04/2019","520,75","520,75","520,75","520,75","","1,26%"
"04/04/2019","514,25","514,25","514,25","514,25","","1,33%"
"03/04/2019","507,50","507,50","507,50","507,50","","1,75%"
"02/04/2019","498,75","498,75","498,75","498,75","","1,27%"
"01/04/2019","492,50","492,50","492,50","492,50","","0,56%"
"29/03/2019","489,75","489,75","489,75","489,75","","-0,76%"
"28/03/2019","493,50","493,50","493,50","493,50","","-0,90%"
"27/03/2019","498,00","498,00","498,00","498,00","","-0,50%"
"26/03/2019","500,50","500,50","500,50","500,50","","-1,23%"
"25/03/2019","506,75","506,75","506,75","506,75","","-1,51%"
"22/03/2019","514,50","514,50","514,50","514,50","","0,00%"
"21/03/2019","514,50","514,50","514,50","514,50","","0,00%"
"20/03/2019","514,50","514,50","514,50","514,50","","1,78%"
"19/03/2019","505,50","505,50","505,50","505,50","","1,76%"
"18/03/2019","496,75","496,75","496,75","496,75","","3,65%"
"15/03/2019","479,25","479,25","479,25","479,25","","0,47%"
"14/03/2019","477,00","477,00","477,00","477,00","","-0,31%"
"13/03/2019","478,50","478,50","478,50","478,50","","-1,29%"
"12/03/2019","484,75","484,75","484,75","484,75","","1,04%"
"11/03/2019","479,75","479,75","479,75","479,75","","-0,42%"
"08/03/2019","481,75","481,75","481,75","481,75","","-0,16%"
"07/03/2019","482,50","482,50","482,50","482,50","","-1,23%"
"06/03/2019","488,50","488,50","488,50","488,50","","-0,05%"
"05/03/2019","488,75","488,75","488,75","488,75","","0,72%"
"04/03/2019","485,25","485,25","485,25","485,25","","-0,46%"
"01/03/2019","487,50","487,50","487,50","487,50","","3,56%"
"28/02/2019","470,75","470,75","470,75","470,75","","-0,32%"
"27/02/2019","472,25","472,25","472,25","472,25","","-2,98%"
"26/02/2019","486,75","486,75","486,75","486,75","","-1,91%"
"25/02/2019","496,25","496,25","496,25","496,25","","-5,39%"
"22/02/2019","524,50","524,50","524,50","524,50","","-0,29%"
"21/02/2019","526,00","526,00","526,00","526,00","","0,38%"
"20/02/2019","524,00","524,00","524,00","524,00","","-0,76%"
"19/02/2019","528,00","528,00","528,00","528,00","","-2,22%"
"18/02/2019","540,00","540,00","540,00","540,00","","0,47%"
"15/02/2019","537,50","537,50","537,50","537,50","","-0,51%"
"14/02/2019","540,25","540,25","540,25","540,25","","1,03%"
"13/02/2019","534,75","534,75","534,75","534,75","","0,00%"
"12/02/2019","534,75","534,75","534,75","534,75","","-0,74%"
"11/02/2019","538,75","538,75","538,75","538,75","","0,05%"
"08/02/2019","538,50","538,50","538,50","538,50","","-1,01%"
"07/02/2019","544,00","544,00","544,00","544,00","","0,88%"
"04/02/2019","539,25","539,25","539,25","539,25","","0,23%"
"31/01/2019","538,00","538,00","538,00","538,00","","0,28%"
"30/01/2019","536,50","536,50","536,50","536,50","","0,56%"
"29/01/2019","533,50","533,50","533,50","533,50","","-1,30%"
"28/01/2019","540,50","540,50","540,50","540,50","","1,69%"
"25/01/2019","531,50","531,50","531,50","531,50","","0,09%"
"24/01/2019","531,00","531,00","531,00","531,00","","0,33%"
"23/01/2019","529,25","529,25","529,25","529,25","","1,10%"
"22/01/2019","523,50","523,50","523,50","523,50","","0,48%"
"18/01/2019","521,00","521,00","521,00","521,00","","1,02%"
"17/01/2019","515,75","515,75","515,75","515,75","","1,43%"
"16/01/2019","508,50","508,50","508,50","508,50","","-0,49%"
"15/01/2019","511,00","511,00","511,00","511,00","","1,59%"
"14/01/2019","503,00","503,00","503,00","503,00","","-1,61%"
"11/01/2019","511,25","511,25","511,25","511,25","","0,34%"
"10/01/2019","509,50","509,50","509,50","509,50","","-0,44%"
"09/01/2019","511,75","511,75","511,75","511,75","","0,00%"
"08/01/2019","511,75","511,75","511,75","511,75","","0,69%"
"07/01/2019","508,25","508,25","508,25","508,25","","-0,78%"
"04/01/2019","512,25","512,25","512,25","512,25","","1,49%"
"03/01/2019","504,75","504,75","504,75","504,75","","0,90%"
"02/01/2019","500,25","500,25","500,25","500,25","","3,25%"
"31/12/2018","484,50","484,50","484,50","484,50","","0,05%"
"28/12/2018","484,25","484,25","484,25","484,25","","0,31%"
"27/12/2018","482,75","482,75","482,75","482,75","","0,00%"
"26/12/2018","482,75","482,75","482,75","482,75","","-1,73%"
"24/12/2018","491,25","491,25","491,25","491,25","","-2,38%"
"21/12/2018","503,25","503,25","503,25","503,25","","-1,37%"
"20/12/2018","510,25","510,25","510,25","510,25","","-0,29%"
"19/12/2018","511,75","511,75","511,75","511,75","","3,65%"
"18/12/2018","493,75","493,75","493,75","493,75","","5,11%"
"17/12/2018","469,75","469,75","469,75","469,75","","7,62%"
"14/12/2018","436,50","436,50","436,50","436,50","","-0,57%"
"13/12/2018","439,00","439,00","439,00","439,00","","1,33%"
"12/12/2018","433,25","433,25","433,25","433,25","","0,41%"
"11/12/2018","431,50","431,50","431,50","431,50","","-1,88%"
"10/12/2018","439,75","439,75","439,75","439,75","","2,21%"
"07/12/2018","430,25","430,25","430,25","430,25","","-0,06%"
"06/12/2018","430,50","430,50","430,50","430,50","","0,47%"
"05/12/2018","428,50","428,50","428,50","428,50","","-1,21%"
"04/12/2018","433,75","433,75","433,75","433,75","","-0,29%"
"03/12/2018","435,00","435,00","435,00","435,00","","-2,68%"
"30/11/2018","447,00","447,00","447,00","447,00","","0,28%"
"29/11/2018","445,75","445,75","445,75","445,75","","1,77%"
"28/11/2018","438,00","438,00","438,00","438,00","","1,68%"
"27/11/2018","430,75","430,75","430,75","430,75","","1,12%"
"26/11/2018","426,00","426,00","426,00","426,00","","-4,16%"
"23/11/2018","444,50","444,50","444,50","444,50","","-0,73%"
"22/11/2018","447,75","447,75","447,75","447,75","","3,11%"
"21/11/2018","434,25","434,25","434,25","434,25","","1,05%"
"19/11/2018","429,75","429,75","429,75","429,75","","1,42%"
"16/11/2018","423,75","423,75","423,75","423,75","","-2,36%"
"15/11/2018","434,00","434,00","434,00","434,00","","3,52%"
"14/11/2018","419,25","419,25","419,25","419,25","","-3,68%"
"13/11/2018","435,25","435,25","435,25","435,25","","-2,25%"
"12/11/2018","445,25","445,25","445,25","445,25","","-1,06%"
"09/11/2018","450,00","450,00","450,00","450,00","","-2,96%"
"08/11/2018","463,75","463,75","463,75","463,75","","-0,80%"
"07/11/2018","467,50","467,50","467,50","467,50","","0,11%"
"05/11/2018","467,00","467,00","467,00","467,00","","-1,99%"
"02/11/2018","476,50","476,50","476,50","476,50","","0,79%"
"01/11/2018","472,75","472,75","472,75","472,75","","-0,53%"
"31/10/2018","475,25","475,25","475,25","475,25","","-3,45%"
"30/10/2018","492,25","492,25","492,25","492,25","","-0,81%"
"29/10/2018","496,25","496,25","496,25","496,25","","1,28%"
"26/10/2018","490,00","490,00","490,00","490,00","","-1,31%"
"25/10/2018","496,50","496,50","496,50","496,50","","-1,73%"
"24/10/2018","505,25","505,25","505,25","505,25","","-0,88%"
"23/10/2018","509,75","509,75","509,75","509,75","","-1,16%"
"22/10/2018","515,75","515,75","515,75","515,75","","0,93%"
"19/10/2018","511,00","511,00","511,00","511,00","","-0,49%"
"18/10/2018","513,50","513,50","513,50","513,50","","-1,15%"
"17/10/2018","519,50","519,50","519,50","519,50","","0,82%"
"16/10/2018","515,25","515,25","515,25","515,25","","0,98%"
"15/10/2018","510,25","510,25","510,25","510,25","","0,34%"
"12/10/2018","508,50","508,50","508,50","508,50","","0,89%"
"11/10/2018","504,00","504,00","504,00","504,00","","-1,18%"
"10/10/2018","510,00","510,00","510,00","510,00","","-0,29%"
"09/10/2018","511,50","511,50","511,50","511,50","","0,44%"
